lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,logTau,tau,alpha_prior,tau_prior,alpha_prior_preds03,alpha_prior_preds07,alpha_prior_preds09,alpha_post_preds03,alpha_post_preds07,alpha_post_preds09,tau_prior_preds03,tau_prior_preds07,tau_prior_preds09,tau_post_preds03,tau_post_preds07,tau_post_preds09
# Adaptation terminated
# Step size = 0.131451
# Diagonal elements of inverse mass matrix:
# 3.61301, 0.826118
-4.27784,0.990169,0.131451,4,31,0,5.15762,0.120496,1.86388,6.44873,0.968301,0.844178,1,1,1,0,1,1,0,1,1,1,1,0
-4.95944,0.999486,0.131451,4,15,0,5.51529,0.0376643,1.50423,4.50068,0.567145,1.44608,0,0,0,0,1,0,0,1,1,1,1,1
-4.60014,0.999841,0.131451,4,31,0,5.84937,0.953568,0.758852,2.13582,1.08169,-0.141118,1,0,1,0,1,1,0,1,1,0,1,1
-3.65609,1,0.131451,4,15,0,4.97945,0.804014,1.67713,5.35019,1.11504,1.56179,0,1,1,1,0,1,0,1,1,1,1,1
-3.97341,0.982588,0.131451,4,31,0,10.2047,0.094689,1.32752,3.77167,0.0667167,0.682805,0,0,0,1,1,0,0,0,1,1,1,0
-3.74034,1,0.131451,4,15,0,4.04735,0.111521,1.09963,3.00305,0.808731,1.46212,1,0,1,1,1,1,0,0,1,0,0,0
-4.94983,0.994515,0.131451,5,31,0,5.65396,0.952523,0.430884,1.53862,0.815185,0.701239,1,1,1,1,1,1,0,0,1,0,1,1
-3.53341,0.999777,0.131451,4,31,0,5.7329,0.208509,0.503543,1.65457,-0.075715,0.355662,0,0,0,1,0,0,0,0,1,1,0,1
-4.13326,0.998508,0.131451,4,15,0,4.3264,0.0953276,0.538693,1.71377,-0.483521,0.675504,1,0,0,0,1,1,1,0,0,1,1,1
-4.44153,0.998315,0.131451,4,31,0,5.81081,0.851765,2.0939,8.11654,-0.501816,1.13994,1,1,0,0,1,1,0,0,0,0,0,1
-4.56331,0.997932,0.131451,2,3,0,4.5774,0.85,2.17293,8.78396,0.327561,0.201267,0,0,0,0,1,1,0,0,1,0,0,1
-3.68478,0.999514,0.131451,3,7,0,4.67139,0.844578,1.51863,4.56597,0.965428,1.14412,1,1,1,0,0,1,0,0,0,0,1,1
-2.87836,0.99644,0.131451,4,15,0,4.37664,0.452793,1.26317,3.53662,-0.207703,1.20668,1,0,0,1,1,1,1,0,0,0,1,1
-3.34374,0.99714,0.131451,4,15,0,3.50427,0.468194,1.8018,6.06053,1.0516,0.312247,0,1,1,0,1,0,0,1,1,0,0,1
-3.39962,0.999982,0.131451,5,31,0,3.8451,0.197771,0.652661,1.92065,-0.0551103,-0.010455,0,1,1,0,0,1,0,0,1,0,0,1
-6.55388,0.991285,0.131451,4,31,0,7.11551,0.0133937,0.281121,1.32461,0.38433,1.24614,0,1,1,1,1,0,1,1,1,1,0,0
-5.98404,1,0.131451,5,31,0,7.36197,0.989126,0.824785,2.28139,1.29557,0.333607,0,1,1,0,0,1,0,1,1,0,0,1
-3.02536,0.999529,0.131451,5,31,0,7.54205,0.687342,0.750137,2.11729,1.22304,0.0971522,0,0,1,1,1,1,0,0,0,0,1,0
-2.94426,0.996122,0.131451,3,15,0,4.32546,0.598417,0.702982,2.01977,0.41978,0.998094,0,0,1,0,0,0,0,1,1,0,0,0
-3.00686,0.999848,0.131451,4,15,0,3.06455,0.608906,0.637906,1.89251,0.238117,0.443222,0,1,0,0,0,1,0,1,1,0,1,1
-3.83101,0.998612,0.131451,5,31,0,3.94258,0.64489,2.08452,8.0407,1.12488,1.14707,0,1,1,0,0,1,0,1,1,0,1,1
-3.98697,1,0.131451,5,31,0,4.72918,0.884928,0.523978,1.68873,0.711929,0.825772,1,1,0,0,1,1,0,1,0,0,1,1
-3.42368,0.999972,0.131451,4,15,0,4.25903,0.253413,0.485927,1.62568,0.697957,0.567858,0,1,1,1,1,1,0,1,1,0,1,1
-3.67663,0.999938,0.131451,5,31,0,3.8758,0.699701,0.317525,1.37372,-0.235674,-0.0831804,0,1,1,0,1,0,1,0,0,0,1,0
-3.78899,0.999693,0.131451,2,5,0,3.81232,0.725542,0.29761,1.34664,0.159647,0.181246,0,0,0,1,1,1,0,1,1,1,1,1
-3.03022,0.996251,0.131451,3,15,0,5.63354,0.546951,0.577217,1.78107,0.347116,-0.267824,1,0,1,0,0,0,0,0,1,0,0,1
-3.59055,0.998676,0.131451,4,31,0,4.02058,0.416569,0.297343,1.34628,0.441886,1.11545,0,0,1,0,0,1,0,1,1,1,1,1
-2.84413,0.999145,0.131451,4,19,0,3.8342,0.529724,1.19357,3.29884,0.272955,0.650959,1,1,0,1,1,1,1,0,0,1,1,1
-2.94331,0.999455,0.131451,4,15,0,2.9891,0.576834,0.683412,1.98062,-0.184786,0.729266,1,0,1,0,0,1,0,1,1,0,1,1
-3.10542,0.999295,0.131451,4,23,0,3.3709,0.69195,1.39593,4.03873,-0.0020647,0.594221,1,1,1,1,1,1,1,1,0,1,1,1
-3.45836,0.995766,0.131451,4,31,0,3.82787,0.544059,0.336667,1.40027,1.72989,-0.199881,0,1,1,1,1,1,0,1,0,1,1,0
-3.45909,0.999973,0.131451,3,7,0,3.47711,0.562381,0.339403,1.40411,1.0525,0.119505,0,1,1,1,0,1,0,0,1,0,0,1
-3.31641,0.999062,0.131451,4,31,0,3.89229,0.790848,0.704923,2.02369,0.977802,1.32256,0,1,1,1,0,1,0,1,0,1,1,0
-3.31851,0.999767,0.131451,4,31,0,3.62342,0.184401,0.929514,2.53328,1.04439,0.754256,0,1,1,0,0,1,1,1,1,0,0,1
-3.26866,0.999563,0.131451,4,31,0,3.67914,0.774341,0.69515,2.00401,0.00295924,1.07731,0,0,1,0,1,1,0,0,1,0,1,1
-3.64101,0.99701,0.131451,2,7,0,4.0575,0.852398,0.642131,1.90053,0.0355284,0.416424,0,1,0,0,0,1,1,0,0,0,1,1
-3.09231,0.999224,0.131451,4,15,0,4.58145,0.610767,1.5203,4.57361,0.0365125,-0.9358,0,1,1,0,0,1,0,0,1,0,1,1
-2.8498,0.999902,0.131451,4,15,0,3.14099,0.550123,0.820452,2.27153,-0.213721,0.170102,1,1,0,0,0,1,1,0,0,0,0,1
-3.21122,0.998959,0.131451,4,15,0,3.31232,0.661255,1.58566,4.88251,0.81701,-0.0809013,1,1,1,0,0,1,0,1,1,1,1,1
-3.90767,0.989886,0.131451,2,7,0,4.29127,0.721753,2.05,7.76789,0.751258,1.34925,0,0,1,1,1,1,0,0,0,0,1,1
-5.37156,0.979459,0.131451,3,7,0,6.0642,0.873738,2.51873,12.4129,1.6692,0.483923,0,0,1,0,1,1,1,1,1,1,0,1
-4.82722,1,0.131451,4,15,0,6.43408,0.0662319,0.344439,1.4112,1.34717,0.123867,0,1,1,1,1,1,0,1,1,0,1,1
-3.91453,0.999677,0.131451,3,11,0,5.34296,0.151864,0.424932,1.52949,0.53681,0.219721,1,0,0,0,1,0,0,1,1,0,1,1
-4.40328,0.999861,0.131451,5,31,0,4.80589,0.750511,0.166094,1.18068,0.615653,0.10584,0,1,1,0,0,1,1,0,1,1,0,0
-3.73546,1,0.131451,4,15,0,4.59991,0.681289,0.287056,1.3325,0.966481,0.803913,0,1,1,0,1,0,0,0,1,1,1,1
-3.49024,0.999832,0.131451,4,15,0,3.8276,0.703417,0.396321,1.48635,0.533583,0.234094,1,1,1,0,0,1,1,1,0,0,1,1
-3.23943,1,0.131451,4,15,0,3.60069,0.393445,0.456873,1.57913,0.442465,0.360322,1,1,1,0,1,1,0,1,0,1,1,1
-3.83237,0.997078,0.131451,4,15,0,4.26078,0.165852,1.71873,5.57744,0.0923786,0.655394,0,0,1,1,0,1,0,0,1,1,1,1
-4.01058,0.99197,0.131451,5,31,0,5.13618,0.887268,0.519888,1.68184,0.120711,0.58271,1,0,1,0,0,1,1,1,0,0,1,1
-2.84278,0.998858,0.131451,3,15,0,5.02071,0.405803,1.03772,2.82277,0.530149,-0.13043,1,1,1,1,1,0,0,0,0,0,1,1
-2.96362,0.99523,0.131451,3,15,0,4.09771,0.691358,0.996721,2.70938,0.649347,0.300536,0,0,1,0,1,1,0,1,1,1,1,0
-3.08692,0.999771,0.131451,4,15,0,3.11544,0.28831,0.725379,2.06551,0.30253,0.462161,1,1,1,0,1,1,0,1,0,1,0,1
-3.32262,0.998586,0.131451,3,7,0,3.3972,0.190761,0.818428,2.26693,0.125477,0.749665,1,0,0,0,1,1,0,0,0,0,1,0
-3.25899,0.997153,0.131451,3,15,0,4.71334,0.746398,1.44456,4.23997,0.240968,0.125697,1,1,1,1,0,0,1,0,1,1,0,1
-3.04529,1,0.131451,3,7,0,3.28541,0.72138,1.15132,3.16236,0.157764,0.728229,1,1,1,0,1,1,1,0,1,0,1,1
-3.5794,0.992358,0.131451,5,31,0,5.6447,0.858672,1.23472,3.4374,0.692767,0.202575,1,1,1,0,1,1,1,1,1,0,1,1
-4.85408,0.995248,0.131451,4,15,0,5.30857,0.957662,0.565615,1.76053,0.857393,0.820278,1,1,1,0,0,1,0,1,1,0,0,1
-3.84601,0.999994,0.131451,4,15,0,5.0223,0.902106,0.986641,2.68221,0.0528187,0.142284,1,1,1,0,1,1,1,1,0,0,1,1
-2.81085,0.999301,0.131451,3,15,0,4.42364,0.473795,0.94696,2.57786,0.530023,0.543305,1,1,0,0,1,1,0,1,1,0,1,1
-2.92395,0.999219,0.131451,4,15,0,3.06724,0.428525,0.705004,2.02385,0.322502,0.976356,1,1,1,0,0,1,0,0,1,1,1,0
-3.37321,0.998796,0.131451,4,15,0,3.43822,0.505925,0.367807,1.44456,0.266698,0.994451,1,1,1,1,1,1,0,1,1,1,0,1
-3.27632,0.99627,0.131451,5,31,0,4.46827,0.517498,1.7485,5.74595,1.33883,0.62342,0,1,1,1,0,1,0,0,1,1,0,0
-3.36886,0.999992,0.131451,5,31,0,3.60906,0.646874,0.411114,1.5085,1.36963,0.24675,0,1,1,0,1,1,1,1,1,0,1,0
-4.05034,0.995426,0.131451,3,15,0,5.52306,0.917867,1.22232,3.39504,1.00316,0.706641,0,1,0,0,1,1,1,1,1,0,0,1
-3.66634,0.999767,0.131451,5,31,0,4.43544,0.854383,0.627125,1.87222,1.63584,1.13455,0,1,1,0,0,1,0,1,1,0,1,1
-3.76806,0.999873,0.131451,4,15,0,3.98656,0.830081,0.455293,1.57664,0.606703,0.879491,1,1,1,1,1,1,0,1,1,0,1,0
-3.45034,1,0.131451,3,7,0,3.8065,0.730642,0.446579,1.56296,0.313101,0.482942,0,0,1,1,1,1,0,0,0,0,1,1
-5.49603,0.989353,0.131451,5,31,0,6.68902,0.0173521,1.07539,2.93113,1.16232,1.62171,0,1,1,1,1,0,0,1,1,0,1,1
-6.53815,0.99612,0.131451,4,31,0,8.76254,0.985116,0.255613,1.29125,0.473066,0.155742,0,0,0,0,1,1,0,1,1,0,1,1
-4.772,0.999628,0.131451,3,15,0,8.46447,0.92301,0.31358,1.36831,0.922135,-0.222525,1,0,0,1,1,1,0,1,1,0,1,0
-4.07109,1,0.131451,3,7,0,4.80851,0.833244,0.324362,1.38315,-0.0675578,-0.633233,1,1,1,0,0,1,1,0,1,0,1,1
-3.7878,0.999774,0.131451,3,7,0,4.24047,0.778271,0.349677,1.41861,0.224271,0.576733,1,1,0,0,0,1,0,1,0,0,1,1
-3.5948,0.999921,0.131451,5,31,0,4.02575,0.307519,0.342875,1.40899,0.480733,-0.453819,0,1,1,0,0,1,0,1,0,1,1,1
-3.57948,0.999608,0.131451,4,31,0,3.88019,0.652449,0.325025,1.38406,0.59126,0.727672,1,1,1,1,0,1,0,0,0,0,1,1
-5.93144,0.99751,0.131451,5,31,0,6.15647,0.214784,0.0394862,1.04028,0.932768,0.553425,0,1,1,0,0,0,0,0,1,0,1,1
-11.2958,0.998767,0.131451,5,47,0,12.4106,0.828854,0.000219545,1.00022,0.412109,0.55127,0,1,1,1,1,1,0,1,1,0,1,1
-10.3945,0.999986,0.131451,4,15,0,11.3545,0.379328,0.000325796,1.00033,0.339858,1.17299,1,1,1,1,1,0,0,1,1,0,0,1
-10.5258,0.998007,0.131451,5,31,0,10.9137,0.805226,0.000428907,1.00043,0.542563,0.256072,1,1,1,1,1,0,1,1,0,1,1,1
-11.9699,0.9978,0.131451,4,23,0,13.1158,0.159372,0.000118467,1.00012,0.389527,0.600655,1,0,1,0,1,1,0,1,1,0,1,1
-10.0243,0.993035,0.131451,5,47,0,13.3676,0.942796,0.00205944,1.00206,-0.265973,1.0328,0,0,0,1,0,1,0,0,0,0,1,1
-7.38219,0.998669,0.131451,4,31,0,13.5732,0.102665,0.0169329,1.01708,0.756758,0.685447,1,0,1,0,0,0,1,0,1,0,0,1
-4.76943,0.997376,0.131451,4,31,0,7.45275,0.680534,0.0983056,1.1033,1.18665,0.280268,0,1,1,1,1,1,0,1,1,0,0,1
-3.22326,0.997948,0.131451,5,31,0,5.87995,0.791531,0.94976,2.58509,0.913721,1.09318,0,0,1,0,0,1,1,1,1,0,1,1
-4.24113,0.99579,0.131451,4,23,0,4.87766,0.125242,0.350078,1.41918,0.316926,1.00418,1,1,0,1,1,1,1,1,0,1,0,1
-5.0682,0.999069,0.131451,4,31,0,6.0225,0.0710633,2.08033,8.00712,0.360266,0.711339,1,0,1,0,0,0,1,0,1,1,1,1
-3.65253,0.999663,0.131451,5,31,0,6.09746,0.345719,0.300572,1.35063,-0.687875,0.957534,0,0,0,1,1,0,1,0,0,1,0,0
-4.95315,0.995017,0.131451,3,11,0,5.10959,0.0963978,0.207626,1.23075,0.981551,0.233179,0,1,1,1,1,1,0,0,1,0,0,0
-4.91567,0.999999,0.131451,2,3,0,4.96628,0.10126,0.206257,1.22907,-0.0690784,1.08168,0,1,1,0,0,1,1,0,1,0,1,0
-3.18289,0.998991,0.131451,4,19,0,5.07658,0.780304,0.980889,2.66683,0.477343,0.811665,1,0,1,0,0,1,1,1,1,0,1,1
-3.43079,0.997491,0.131451,3,15,0,4.3447,0.271008,0.455472,1.57692,-0.0789396,1.33451,1,1,1,0,0,0,1,1,0,0,0,1
-3.41347,0.999934,0.131451,3,7,0,3.47042,0.256557,0.48726,1.62785,0.656687,0.983657,0,1,1,0,1,1,0,1,1,1,0,0
-2.88125,0.992612,0.131451,3,15,0,7.70977,0.51159,1.28623,3.61913,0.47101,0.585115,1,0,1,0,1,1,1,1,0,1,1,0
-3.03338,0.999328,0.131451,4,15,0,3.0969,0.668654,1.34373,3.83332,1.21705,0.350035,0,1,1,0,1,1,1,0,1,1,0,1
-3.11527,0.997354,0.131451,4,31,0,3.81635,0.688409,0.633778,1.88472,0.124687,1.13335,1,1,1,0,0,1,1,0,0,0,0,1
-3.6421,0.997004,0.131451,4,15,0,3.99553,0.876322,1.03283,2.80902,0.311078,0.496104,0,1,1,1,1,1,1,1,0,0,1,1
-3.03082,0.999653,0.131451,4,15,0,3.93128,0.717801,0.879461,2.4096,0.411902,0.570401,1,1,1,0,1,1,1,0,1,0,0,1
-3.11513,0.998743,0.131451,3,15,0,3.68245,0.530339,0.508067,1.66208,-0.188389,1.08052,1,0,0,0,1,1,1,0,0,1,0,1
-3.55635,0.999523,0.131451,4,19,0,3.65528,0.451631,0.302406,1.35311,0.216805,-0.384331,0,1,0,0,0,1,1,1,0,1,1,1
-3.62219,0.998279,0.131451,4,31,0,4.09219,0.240314,0.397013,1.48738,1.20678,0.523717,0,0,1,1,1,1,0,1,1,0,0,0
-4.43056,0.99875,0.131451,4,19,0,5.32155,0.716929,0.148714,1.16034,1.04463,-0.214153,1,1,1,0,0,0,1,0,1,1,0,0
-8.34312,0.998672,0.131451,5,63,0,8.79141,0.332494,0.00268832,1.00269,0.274401,0.578776,1,1,0,0,1,1,0,0,0,0,1,1
-8.02832,0.999324,0.131451,4,15,0,8.55291,0.253234,0.00432247,1.00433,0.0399691,0.344893,1,0,0,1,1,1,1,1,1,0,1,1
-4.48599,0.99165,0.131451,4,23,0,9.41641,0.676024,0.130031,1.13886,0.649341,0.509407,0,1,1,0,1,1,0,0,1,1,1,1
-4.83495,0.997957,0.131451,5,31,0,5.2742,0.885898,0.201097,1.22274,0.945571,0.366288,0,1,1,1,1,1,0,1,1,1,1,0
-6.69019,0.996913,0.131451,3,11,0,7.05811,0.974029,0.124125,1.13216,0.0151927,0.222869,1,1,1,0,0,1,1,1,0,1,1,1
-7.30297,0.999667,0.131451,2,5,0,7.37036,0.984019,0.107986,1.11403,0.347547,0.0343785,0,0,1,1,1,1,0,0,1,0,0,1
-8.01568,0.99983,0.131451,5,31,0,10.4688,0.93325,0.0132897,1.01338,0.761003,0.364876,0,0,1,1,0,0,0,1,1,0,0,1
-7.84216,0.999993,0.131451,4,15,0,8.08088,0.91666,0.0128902,1.01297,0.837497,1.12341,0,0,1,0,1,1,0,1,1,0,1,1
-7.46726,0.996127,0.131451,4,31,0,8.55884,0.698645,0.00680417,1.00683,0.162766,0.0137953,0,0,0,0,1,1,0,1,1,0,1,1
-7.82436,0.999904,0.131451,4,15,0,7.9834,0.299877,0.0047742,1.00479,0.579222,1.08071,1,1,1,0,1,0,0,0,1,1,0,1
-7.93804,0.999971,0.131451,4,15,0,8.16449,0.61448,0.0037765,1.00378,0.527265,0.8213,0,1,1,0,1,1,0,1,1,0,1,1
-9.72951,0.997975,0.131451,4,23,0,10.0441,0.182697,0.000998856,1.001,0.707912,0.931889,1,1,0,1,0,1,0,1,0,1,0,1
-11.102,0.989967,0.131451,5,31,0,13.4144,0.994598,0.00703617,1.00706,1.4623,0.000228686,0,1,1,0,1,1,0,1,1,1,1,1
-10.3181,0.99999,0.131451,4,15,0,11.3661,0.988027,0.006999,1.00702,0.57439,-0.0471775,0,0,1,0,1,0,0,0,1,1,1,0
-9.46851,1,0.131451,3,7,0,10.4218,0.979714,0.00974309,1.00979,0.168156,-0.345622,1,0,1,0,1,1,1,0,1,0,1,1
-9.6507,0.999952,0.131451,3,7,0,9.84062,0.979375,0.00798926,1.00802,1.38652,0.174464,1,1,1,0,1,1,0,1,1,1,1,1
-8.27448,0.995828,0.131451,4,31,0,10.1285,0.966396,0.0196819,1.01988,0.294889,1.53448,1,0,1,0,1,1,1,1,0,0,0,1
-7.65548,0.995755,0.131451,4,31,0,11.2116,0.82926,0.00838193,1.00842,1.03346,-0.254095,1,1,1,0,0,1,0,1,1,0,0,1
-5.23704,0.998873,0.131451,5,31,0,8.62901,0.770837,0.0756499,1.07858,-0.0113144,1.03084,0,1,0,0,1,1,0,0,1,1,1,1
-3.1128,0.997954,0.131451,4,31,0,6.10981,0.734291,0.766547,2.15232,0.905524,0.461709,1,0,1,0,1,1,0,1,1,0,1,1
-4.15911,0.996219,0.131451,4,23,0,5.05288,0.601867,0.16567,1.18018,0.0453425,0.0647932,0,0,1,0,0,1,1,0,1,0,1,0
-3.05445,0.998801,0.131451,4,23,0,4.36108,0.549395,0.557728,1.7467,0.81883,-0.0310506,0,1,1,0,0,0,0,0,1,0,1,1
-3.19585,0.99894,0.131451,5,31,0,3.71842,0.273574,0.629345,1.87638,0.0537988,1.01451,1,0,1,0,1,1,1,1,1,0,0,1
-3.02983,0.999998,0.131451,3,7,0,3.20195,0.31972,0.723575,2.06179,0.41596,0.837306,1,1,1,0,1,1,1,0,1,0,1,1
-3.11218,0.99954,0.131451,4,31,0,3.37586,0.246729,0.899567,2.45854,1.0043,0.333468,0,1,1,0,0,0,0,0,1,1,0,1
-3.57617,0.998408,0.131451,4,31,0,3.86509,0.582406,0.301844,1.35235,0.88513,0.745684,1,1,1,0,1,1,0,1,1,0,1,1
-3.77872,0.99894,0.131451,5,31,0,3.99647,0.750063,0.321786,1.37959,0.517305,0.893289,0,1,1,1,1,0,0,1,1,1,1,1
-3.53425,0.997121,0.131451,4,23,0,5.14798,0.669915,0.351907,1.42178,0.492014,0.253593,0,0,1,1,0,1,0,1,1,0,0,1
-3.01595,0.999575,0.131451,4,19,0,3.5691,0.394111,1.43008,4.17902,1.37594,-0.126998,0,0,1,1,0,1,0,1,0,1,0,1
-3.32077,0.997086,0.131451,4,31,0,3.85389,0.733889,1.55615,4.74055,-0.470463,0.533193,0,1,0,0,0,1,0,1,0,1,1,1
-3.80029,0.998171,0.131451,4,23,0,4.04148,0.127201,0.607133,1.83516,0.291086,0.335718,0,1,1,0,1,0,1,1,0,0,0,0
-4.26205,0.999244,0.131451,4,15,0,4.46242,0.0649649,0.80249,2.23109,-0.120854,0.558206,1,1,0,1,1,1,0,0,0,1,1,1
-3.29032,0.996904,0.131451,3,15,0,7.2849,0.416227,0.419533,1.52125,0.482214,0.0608791,1,1,0,0,1,1,0,1,1,0,0,1
-3.75182,0.992545,0.131451,4,19,0,6.89018,0.6146,0.256746,1.29272,-0.663874,0.19165,0,0,0,1,1,1,1,1,0,1,0,1
-3.20359,0.994452,0.131451,3,15,0,6.5505,0.720158,0.607595,1.83601,0.139377,0.119401,0,0,1,1,1,0,1,1,0,0,0,1
-2.97842,1,0.131451,3,7,0,3.2129,0.65149,0.736754,2.08914,0.925754,-0.167967,1,1,1,0,0,0,0,1,1,1,1,0
-2.8908,0.999938,0.131451,2,7,0,3.00568,0.604549,0.805159,2.23705,0.36607,0.300277,0,0,1,0,1,0,0,0,1,0,1,0
-2.81025,0.999733,0.131451,3,15,0,3.00848,0.49621,1.07122,2.91895,1.12903,0.36798,1,0,1,0,0,1,1,1,1,1,0,1
-4.36454,0.992475,0.131451,4,31,0,4.60235,0.205813,0.198974,1.22015,0.272242,0.731657,1,0,1,0,0,0,0,1,0,1,0,1
-3.01094,0.998693,0.131451,4,19,0,4.63055,0.516721,0.587387,1.79928,0.910273,1.70956,0,1,1,1,1,1,1,0,1,1,1,1
-2.99779,0.997205,0.131451,3,15,0,3.84757,0.371148,0.67133,1.95684,-0.269125,0.577425,0,1,0,1,1,1,1,1,0,0,1,0
-3.74632,0.997734,0.131451,4,23,0,4.1316,0.310066,0.28832,1.33418,0.989927,-0.392478,0,1,1,1,0,0,0,0,1,1,0,0
-3.2333,0.999997,0.131451,4,15,0,3.77398,0.384587,0.465306,1.5925,0.742194,0.157775,0,1,1,0,1,1,0,1,0,1,1,1
-3.19041,0.999824,0.131451,4,31,0,3.3942,0.652383,0.521026,1.68375,0.258832,1.20087,0,1,0,0,1,1,0,1,0,0,1,1
-4.52945,0.998058,0.131451,5,31,0,4.79831,0.598833,0.113274,1.11994,-0.132281,-0.196874,1,0,1,1,0,1,0,0,0,0,0,1
-4.35183,0.999937,0.131451,3,7,0,4.56012,0.520537,0.130498,1.1394,0.496881,0.458057,0,0,0,0,1,1,1,0,1,0,0,0
-4.6019,0.99855,0.131451,4,15,0,4.78303,0.735048,0.130229,1.13909,0.612568,0.59158,0,0,0,0,1,1,0,1,1,1,1,1
-9.89761,0.976852,0.131451,5,31,0,11.6458,0.998742,0.100832,1.10609,0.307338,0.683395,1,0,1,0,0,1,0,0,0,0,1,0
-4.14509,0.999904,0.131451,5,31,0,10.3201,0.622213,2.28175,9.79384,1.3525,0.259144,0,1,1,1,1,1,0,0,0,0,1,1
-2.98793,0.999973,0.131451,3,7,0,4.26036,0.692968,1.14975,3.15741,0.652985,0.677498,0,0,1,0,0,1,0,1,1,0,1,0
-3.14846,0.996904,0.131451,4,31,0,3.82532,0.617845,0.522186,1.68571,0.437819,-0.101758,0,1,1,0,0,1,0,0,1,0,1,0
-3.47182,0.997457,0.131451,5,31,0,4.54381,0.202769,0.564968,1.75939,1.33129,0.691267,1,1,1,0,0,0,1,1,1,0,1,1
-3.52897,0.999958,0.131451,5,31,0,3.91097,0.798709,0.524923,1.69033,0.89778,0.37821,0,0,1,0,1,1,1,0,1,0,1,0
-3.25774,0.999451,0.131451,2,7,0,3.77147,0.736123,0.591369,1.80646,0.0751537,1.20258,1,1,1,0,1,1,1,1,0,0,0,1
-3.84591,0.999111,0.131451,4,31,0,4.14057,0.482748,0.219733,1.24574,-0.147071,0.452867,0,1,1,1,1,0,1,1,0,0,0,1
-3.83434,0.999732,0.131451,4,15,0,4.04233,0.632371,0.239865,1.27108,0.385891,1.23788,0,0,1,0,1,0,0,1,1,1,1,1
-3.31589,0.999116,0.131451,4,23,0,4.44956,0.258021,0.5542,1.74055,0.556924,0.817367,0,0,1,0,0,1,0,1,1,1,0,1
-3.38203,0.999784,0.131451,3,7,0,3.47077,0.246469,0.526876,1.69363,0.984443,-0.489835,0,1,1,0,0,1,0,0,1,0,1,0
-4.00693,0.998001,0.131451,4,15,0,4.37487,0.0818992,0.983455,2.67368,0.935261,0.367058,1,1,0,1,0,0,0,1,0,0,1,1
-6.52838,0.996227,0.131451,4,31,0,6.65986,0.991342,0.478589,1.6138,0.906073,0.477674,1,0,1,0,1,1,0,1,1,1,1,1
-4.87849,0.999588,0.131451,4,31,0,7.90128,0.0732641,0.293235,1.34076,0.784423,0.84231,0,1,0,0,1,0,1,1,1,1,0,1
-5.12272,0.999794,0.131451,4,23,0,6.59766,0.683304,0.0692001,1.07165,0.802088,-0.101357,0,1,1,0,1,1,0,1,1,0,0,1
-5.36671,0.999934,0.131451,4,15,0,5.56466,0.304585,0.0553438,1.0569,-0.555745,1.16287,0,0,0,1,1,0,1,1,1,1,0,1
-4.46472,0.998816,0.131451,4,31,0,5.88064,0.830509,0.20947,1.23302,0.88024,0.158388,1,0,1,1,1,1,0,0,1,0,1,1
-4.47804,0.999985,0.131451,2,3,0,4.49685,0.828519,0.204584,1.22701,0.0886919,1.12803,1,1,0,0,1,1,0,0,0,0,0,1
-3.54464,0.998964,0.131451,4,23,0,4.73744,0.695288,0.365245,1.44087,-0.324304,0.445001,0,1,1,0,0,1,1,0,0,0,0,1
-4.93258,0.998719,0.131451,5,31,0,5.30264,0.376641,0.0771833,1.08024,-0.290589,0.18828,0,0,1,1,1,1,0,1,0,1,1,1
-4.66693,0.999817,0.131451,4,15,0,4.99998,0.338898,0.105769,1.11157,0.284611,0.867324,1,0,0,1,0,0,0,1,1,0,1,1
-6.57943,0.991375,0.131451,4,15,0,6.88774,0.0297082,0.121651,1.12936,0.0801105,1.08311,1,0,1,0,1,1,0,0,1,0,1,1
-3.77675,0.999905,0.131451,3,11,0,7.06166,0.331301,0.268582,1.30811,0.354808,0.43689,1,1,0,0,1,1,1,1,0,0,1,0
-3.81087,0.999902,0.131451,5,31,0,3.87672,0.282628,0.284917,1.32965,-0.0298563,0.0240271,0,1,0,0,0,0,0,1,1,0,0,1
-3.16187,0.999912,0.131451,4,15,0,3.88249,0.357733,0.532303,1.70285,0.592998,0.608573,1,1,0,1,0,1,1,1,1,0,0,1
-3.95666,0.996473,0.131451,4,15,0,4.27855,0.875866,0.499572,1.64802,-0.0399336,0.566422,0,0,0,0,1,1,1,0,0,0,1,1
-3.83727,1,0.131451,2,3,0,3.96175,0.862413,0.521652,1.68481,0.938205,0.459824,1,1,1,0,1,1,0,0,1,1,1,1
-3.70187,0.999414,0.131451,5,31,0,4.8789,0.131442,0.685164,1.9841,-0.952307,-0.058603,1,0,0,1,0,1,1,1,0,0,0,0
-2.88734,0.998083,0.131451,4,15,0,5.10713,0.396527,1.20179,3.32606,0.0207221,1.14836,1,0,0,0,1,1,0,1,1,0,1,1
-2.96573,0.999708,0.131451,4,19,0,2.97146,0.633015,0.720906,2.0563,0.509393,0.622656,1,1,1,1,0,1,1,0,1,1,1,1
-2.90096,0.999158,0.131451,3,15,0,3.33898,0.392447,1.22738,3.41228,-0.0839976,1.06761,0,1,0,0,1,1,1,0,1,0,1,1
-3.17696,0.997162,0.131451,4,15,0,3.54976,0.503377,1.66066,5.26276,0.821635,0.437196,0,1,1,0,1,1,0,1,1,0,1,1
-3.22007,0.992848,0.131451,4,15,0,4.1677,0.245321,1.35544,3.87848,0.321331,-0.550555,0,0,0,0,1,1,1,1,1,0,1,1
