# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 1
# model = NY_REL_runs_model
# start_datetime = 2024-03-06 12:13:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/k4/ms5x119d5cd2s9ldsk71bkf00000gn/T/Rtmpcyw0ct/standata-6c5559b7615c.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-202403061313-1-8717f5.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = -1 (Default)
#   profile_file = /Users/laura/Desktop/advanced_cognitive_modeling_portfolio1/Asignment/portfolio2/simmodels/NY_REL_runs-profile-202403061313-1-686b12.csv
#   save_cmdstan_config = 0 (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = --O1 --name=NY_REL_runs_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,log_inv_tau,invTau,alpha_prior,tau_prior,alpha_prior_preds,tau_prior_preds,alpha_post_preds,tau_post_preds,pred_error,Values.1,Values.2,prob.1,prob.2,log_lik
# Adaptation terminated
# Step size = 0.333916
# Diagonal elements of inverse mass matrix:
# 0.929154, 1.45949
-177.319,0.999993,0.333916,3,7,0,179.289,0.693138,0.139452,1.14964,0.13045,2.06532,0,0,1,1,-5.60757e-05,1.72075e-05,0.700114,0.475613,0.524387,-170.77
-178.327,0.955564,0.333916,3,7,0,179.392,0.435148,0.243133,1.27524,0.577957,10.9606,1,1,0,1,-0.00539604,0.00304796,0.510097,0.469361,0.530639,-170.366
-177.672,1,0.333916,2,3,0,178.409,0.427966,0.141321,1.15179,0.526169,9.13454,1,1,1,1,-0.00591464,0.00338338,0.506767,0.482312,0.517688,-171.176
-177.516,0.999686,0.333916,3,7,0,177.867,0.510919,0.183036,1.20086,0.925786,14.7742,0,1,1,1,-0.0018765,0.000917763,0.553375,0.474785,0.525215,-170.653
-177.194,1,0.333916,2,3,0,177.514,0.560544,0.142427,1.15307,0.436001,6.39095,1,1,0,1,-0.000847451,0.000372417,0.588486,0.479088,0.520912,-170.945
-177.195,0.994625,0.333916,3,7,0,177.423,0.561621,0.0653442,1.06753,0.176,8.36683,1,1,1,1,-0.000832061,0.000364758,0.589297,0.490388,0.509612,-171.783
-177.163,0.971228,0.333916,3,7,0,178.744,0.529857,0.096846,1.10169,0.823845,4.38581,1,1,0,1,-0.00140062,0.000658492,0.566224,0.486328,0.513672,-171.461
-177.877,0.937833,0.333916,2,7,0,179.322,0.612468,0.0214088,1.02164,0.28075,11.2809,1,1,1,1,-0.000329918,0.000127854,0.629619,0.496632,0.503368,-172.305
-177.417,0.994577,0.333916,3,7,0,178.379,0.594025,0.0402284,1.04105,0.934182,6.72211,1,1,1,0,-0.000468114,0.000190042,0.61456,0.493824,0.506176,-172.068
-177.312,1,0.333916,2,3,0,177.423,0.619315,0.0463293,1.04742,0.991581,13.6538,1,1,1,1,-0.000288412,0.000109794,0.635323,0.492645,0.507355,-171.977
-177.695,0.992646,0.333916,2,7,0,177.777,0.637857,0.0266275,1.02699,0.047073,7.2962,0,1,1,0,-0.000197735,7.16083e-05,0.651057,0.495667,0.504333,-172.227
-177.985,0.993257,0.333916,3,7,0,178.346,0.589919,0.0193343,1.01952,0.829779,0.43303,1,1,1,1,-0.00050486,0.000207033,0.611271,0.497048,0.502952,-172.338
-177.729,0.990803,0.333916,2,7,0,178.17,0.618708,0.0255772,1.02591,0.972715,1.52615,1,0,0,1,-0.000291897,0.000111298,0.634816,0.495943,0.504057,-172.248
