trial,Agent1_choice,Agent2_choice,left_v1,right_v2,feedback,alpha,tau
21,1,0,0.34039680000000005,0.7607773130752,0,0.4,0.5
22,1,0,0.34039680000000005,0.45646638784512,0,0.4,0.5
23,0,1,0.34039680000000005,0.273879832707072,0,0.4,0.5
24,1,1,0.20423808000000002,0.273879832707072,1,0.4,0.5
25,1,1,0.20423808000000002,0.5643278996242432,1,0.4,0.5
26,1,0,0.20423808000000002,0.738596739774546,0,0.4,0.5
27,1,0,0.20423808000000002,0.44315804386472757,0,0.4,0.5
28,1,1,0.20423808000000002,0.26589482631883654,1,0.4,0.5
29,1,0,0.20423808000000002,0.559536895791302,0,0.4,0.5
30,1,0,0.20423808000000002,0.3357221374747812,0,0.4,0.5
1,0,0,0.5,0.5,1,0.5,0.5
2,0,1,0.75,0.5,0,0.5,0.5
3,1,1,0.375,0.5,1,0.5,0.5
4,0,0,0.375,0.75,1,0.5,0.5
5,1,0,0.6875,0.75,0,0.5,0.5
6,1,1,0.6875,0.375,1,0.5,0.5
7,0,0,0.6875,0.6875,1,0.5,0.5
8,0,0,0.84375,0.6875,1,0.5,0.5
9,1,1,0.921875,0.6875,1,0.5,0.5
10,0,1,0.921875,0.84375,0,0.5,0.5
11,0,1,0.4609375,0.84375,0,0.5,0.5
12,1,0,0.23046875,0.84375,0,0.5,0.5
13,0,1,0.23046875,0.421875,0,0.5,0.5
14,0,1,0.115234375,0.421875,0,0.5,0.5
15,0,1,0.0576171875,0.421875,0,0.5,0.5
16,0,1,0.02880859375,0.421875,0,0.5,0.5
17,1,0,0.014404296875,0.421875,0,0.5,0.5
18,0,1,0.014404296875,0.2109375,0,0.5,0.5
19,1,1,0.0072021484375,0.2109375,1,0.5,0.5
20,0,1,0.0072021484375,0.60546875,0,0.5,0.5
21,1,0,0.00360107421875,0.60546875,0,0.5,0.5
22,0,0,0.00360107421875,0.302734375,1,0.5,0.5
23,0,1,0.501800537109375,0.302734375,0,0.5,0.5
24,0,1,0.2509002685546875,0.302734375,0,0.5,0.5
25,1,1,0.12545013427734375,0.302734375,1,0.5,0.5
26,1,1,0.12545013427734375,0.6513671875,1,0.5,0.5
27,0,0,0.12545013427734375,0.82568359375,1,0.5,0.5
28,1,1,0.5627250671386719,0.82568359375,1,0.5,0.5
29,1,1,0.5627250671386719,0.912841796875,1,0.5,0.5
30,1,0,0.5627250671386719,0.9564208984375,1,0.5,0.5
1,0,1,0.5,0.5,0,0.6000000000000001,0.5
2,1,0,0.19999999999999996,0.5,0,0.6000000000000001,0.5
3,1,1,0.19999999999999996,0.19999999999999996,1,0.6000000000000001,0.5
4,1,1,0.19999999999999996,0.68,1,0.6000000000000001,0.5
5,0,1,0.19999999999999996,0.8720000000000001,0,0.6000000000000001,0.5
6,1,1,0.07999999999999996,0.8720000000000001,1,0.6000000000000001,0.5
7,1,0,0.07999999999999996,0.9488000000000001,0,0.6000000000000001,0.5
8,0,1,0.07999999999999996,0.37951999999999997,0,0.6000000000000001,0.5
9,0,1,0.03199999999999998,0.37951999999999997,0,0.6000000000000001,0.5
10,0,1,0.012799999999999988,0.37951999999999997,0,0.6000000000000001,0.5
11,0,0,0.005119999999999994,0.37951999999999997,1,0.6000000000000001,0.5
12,0,1,0.6020480000000001,0.37951999999999997,0,0.6000000000000001,0.5
13,0,1,0.2408192,0.37951999999999997,0,0.6000000000000001,0.5
14,1,1,0.09632767999999997,0.37951999999999997,1,0.6000000000000001,0.5
15,1,1,0.09632767999999997,0.751808,1,0.6000000000000001,0.5
16,1,1,0.09632767999999997,0.9007232000000001,1,0.6000000000000001,0.5
17,1,1,0.09632767999999997,0.96028928,1,0.6000000000000001,0.5
18,1,1,0.09632767999999997,0.984115712,1,0.6000000000000001,0.5
19,1,0,0.09632767999999997,0.9936462848000001,0,0.6000000000000001,0.5
20,1,1,0.09632767999999997,0.39745851392,1,0.6000000000000001,0.5
21,0,1,0.09632767999999997,0.758983405568,0,0.6000000000000001,0.5
22,0,0,0.03853107199999998,0.758983405568,1,0.6000000000000001,0.5
23,1,1,0.6154124288,0.758983405568,1,0.6000000000000001,0.5
24,1,0,0.6154124288,0.9035933622272001,0,0.6000000000000001,0.5
25,0,1,0.6154124288,0.36143734489088,0,0.6000000000000001,0.5
26,0,1,0.24616497151999994,0.36143734489088,0,0.6000000000000001,0.5
27,0,1,0.09846598860799996,0.36143734489088,0,0.6000000000000001,0.5
28,0,1,0.039386395443199974,0.36143734489088,0,0.6000000000000001,0.5
29,1,0,0.015754558177279988,0.36143734489088,0,0.6000000000000001,0.5
30,1,1,0.015754558177279988,0.14457493795635196,0,0.6000000000000001,0.5
1,1,1,0.5,0.5,1,0.7000000000000001,0.5
2,1,1,0.5,0.8500000000000001,1,0.7000000000000001,0.5
3,1,1,0.5,0.9550000000000001,1,0.7000000000000001,0.5
4,0,0,0.5,0.9865,1,0.7000000000000001,0.5
5,0,1,0.8500000000000001,0.9865,0,0.7000000000000001,0.5
6,1,0,0.255,0.9865,0,0.7000000000000001,0.5
7,1,0,0.255,0.29594999999999994,0,0.7000000000000001,0.5
8,0,0,0.255,0.08878499999999995,1,0.7000000000000001,0.5
9,1,0,0.7765000000000001,0.08878499999999995,0,0.7000000000000001,0.5
10,1,1,0.7765000000000001,0.02663549999999998,1,0.7000000000000001,0.5
11,1,1,0.7765000000000001,0.7079906499999999,1,0.7000000000000001,0.5
12,0,1,0.7765000000000001,0.912397195,0,0.7000000000000001,0.5
13,1,0,0.23295,0.912397195,0,0.7000000000000001,0.5
14,1,1,0.23295,0.27371915849999995,1,0.7000000000000001,0.5
15,1,0,0.23295,0.78211574755,0,0.7000000000000001,0.5
16,1,0,0.23295,0.23463472426499998,0,0.7000000000000001,0.5
17,1,1,0.23295,0.07039041727949999,1,0.7000000000000001,0.5
18,1,1,0.23295,0.7211171251838501,1,0.7000000000000001,0.5
19,0,0,0.23295,0.916335137555155,1,0.7000000000000001,0.5
20,0,1,0.769885,0.916335137555155,0,0.7000000000000001,0.5
21,0,1,0.23096549999999993,0.916335137555155,0,0.7000000000000001,0.5
22,0,0,0.06928964999999995,0.916335137555155,1,0.7000000000000001,0.5
23,1,1,0.720786895,0.916335137555155,1,0.7000000000000001,0.5
24,0,1,0.720786895,0.9749005412665466,0,0.7000000000000001,0.5
25,0,1,0.2162360685,0.9749005412665466,0,0.7000000000000001,0.5
26,0,0,0.06487082054999999,0.9749005412665466,1,0.7000000000000001,0.5
27,1,0,0.7194612461650001,0.9749005412665466,0,0.7000000000000001,0.5
28,0,1,0.7194612461650001,0.2924701623799639,0,0.7000000000000001,0.5
29,1,1,0.2158383738495,0.2924701623799639,1,0.7000000000000001,0.5
30,0,1,0.2158383738495,0.7877410487139892,1,0.7000000000000001,0.5
1,1,0,0.5,0.5,0,0.8,0.5
2,1,1,0.5,0.09999999999999998,1,0.8,0.5
3,0,1,0.5,0.8200000000000001,0,0.8,0.5
4,0,0,0.09999999999999998,0.8200000000000001,1,0.8,0.5
5,0,1,0.8200000000000001,0.8200000000000001,0,0.8,0.5
6,1,1,0.16399999999999992,0.8200000000000001,1,0.8,0.5
7,1,1,0.16399999999999992,0.964,1,0.8,0.5
8,1,0,0.16399999999999992,0.9928,0,0.8,0.5
9,0,1,0.16399999999999992,0.19855999999999996,0,0.8,0.5
10,1,0,0.03279999999999997,0.19855999999999996,0,0.8,0.5
11,0,0,0.03279999999999997,0.03971199999999997,1,0.8,0.5
12,0,1,0.80656,0.03971199999999997,0,0.8,0.5
13,0,1,0.161312,0.03971199999999997,0,0.8,0.5
14,0,0,0.0322624,0.03971199999999997,1,0.8,0.5
15,0,1,0.80645248,0.03971199999999997,0,0.8,0.5
16,1,1,0.161290496,0.03971199999999997,1,0.8,0.5
17,0,0,0.161290496,0.8079424000000001,1,0.8,0.5
18,0,1,0.8322580992,0.8079424000000001,0,0.8,0.5
19,0,1,0.16645161984,0.8079424000000001,0,0.8,0.5
20,1,0,0.033290323967999996,0.8079424000000001,0,0.8,0.5
21,0,1,0.033290323967999996,0.16158847999999992,0,0.8,0.5
22,1,1,0.0066580647935999965,0.16158847999999992,1,0.8,0.5
23,1,1,0.0066580647935999965,0.832317696,1,0.8,0.5
24,1,1,0.0066580647935999965,0.9664635392,1,0.8,0.5
25,1,1,0.0066580647935999965,0.99329270784,1,0.8,0.5
26,0,0,0.0066580647935999965,0.998658541568,1,0.8,0.5
27,1,0,0.80133161295872,0.998658541568,0,0.8,0.5
28,1,0,0.80133161295872,0.1997317083136,0,0.8,0.5
29,1,1,0.80133161295872,0.039946341662719986,1,0.8,0.5
30,0,1,0.80133161295872,0.807989268332544,1,0.8,0.5
1,0,1,0.5,0.5,0,0.9,0.5
2,0,0,0.04999999999999999,0.5,1,0.9,0.5
3,0,1,0.905,0.5,0,0.9,0.5
4,0,0,0.09050000000000002,0.5,1,0.9,0.5
5,1,0,0.90905,0.5,0,0.9,0.5
6,0,0,0.90905,0.04999999999999999,1,0.9,0.5
7,0,1,0.990905,0.04999999999999999,0,0.9,0.5
8,0,0,0.09909049999999997,0.04999999999999999,1,0.9,0.5
9,0,1,0.90990905,0.04999999999999999,0,0.9,0.5
10,1,1,0.09099090499999996,0.04999999999999999,1,0.9,0.5
11,0,0,0.09099090499999996,0.905,1,0.9,0.5
12,0,1,0.9090990905,0.905,0,0.9,0.5
13,1,1,0.09090990904999996,0.905,1,0.9,0.5
14,1,1,0.09090990904999996,0.9905,1,0.9,0.5
15,1,0,0.09090990904999996,0.99905,0,0.9,0.5
16,1,0,0.09090990904999996,0.09990500000000002,0,0.9,0.5
17,0,0,0.09090990904999996,0.0099905,1,0.9,0.5
18,0,1,0.909090990905,0.0099905,0,0.9,0.5
19,0,1,0.09090909909049993,0.0099905,0,0.9,0.5
20,1,1,0.009090909909049996,0.0099905,1,0.9,0.5
21,0,1,0.009090909909049996,0.90099905,0,0.9,0.5
22,1,1,9.09090990905e-4,0.90099905,1,0.9,0.5
23,1,1,9.09090990905e-4,0.990099905,1,0.9,0.5
24,0,1,9.09090990905e-4,0.9990099905000001,0,0.9,0.5
25,0,1,9.090909909049993e-5,0.9990099905000001,0,0.9,0.5
26,0,1,9.090909909049985e-6,0.9990099905000001,0,0.9,0.5
27,1,1,9.090909909049988e-7,0.9990099905000001,1,0.9,0.5
28,0,1,9.090909909049988e-7,0.99990099905,0,0.9,0.5
29,0,0,9.090909909049988e-8,0.99990099905,1,0.9,0.5
30,0,1,0.9000000090909099,0.99990099905,1,0.9,0.5
1,1,1,0.5,0.5,1,1,0.5
2,0,1,0.5,1,0,1,0.5
3,0,1,0,1,0,1,0.5
4,0,1,0,1,0,1,0.5
5,1,0,0,1,0,1,0.5
6,0,0,0,0,1,1,0.5
7,1,1,1,0,1,1,0.5
8,0,1,1,1,0,1,0.5
9,0,1,0,1,0,1,0.5
10,1,0,0,1,0,1,0.5
11,1,1,0,0,1,1,0.5
12,1,1,0,1,1,1,0.5
13,1,1,0,1,1,1,0.5
14,1,0,0,1,0,1,0.5
15,0,0,0,0,1,1,0.5
16,0,1,1,0,0,1,0.5
17,0,1,0,0,0,1,0.5
18,1,1,0,0,1,1,0.5
19,1,0,0,1,0,1,0.5
20,0,1,0,0,0,1,0.5
21,1,1,0,0,1,1,0.5
22,0,1,0,1,0,1,0.5
23,0,1,0,1,0,1,0.5
24,0,0,0,1,1,1,0.5
25,0,1,1,1,0,1,0.5
26,1,1,0,1,1,1,0.5
27,0,1,0,1,0,1,0.5
28,0,1,0,1,0,1,0.5
29,1,0,0,1,0,1,0.5
30,0,1,0,0,0,1,0.5
1,0,0,0.5,0.5,1,0,1
2,0,1,0.5,0.5,0,0,1
3,0,0,0.5,0.5,1,0,1
4,1,1,0.5,0.5,1,0,1
5,1,1,0.5,0.5,1,0,1
6,0,1,0.5,0.5,0,0,1
7,1,0,0.5,0.5,0,0,1
8,0,0,0.5,0.5,1,0,1
9,0,1,0.5,0.5,0,0,1
10,1,0,0.5,0.5,0,0,1
11,1,1,0.5,0.5,1,0,1
12,1,1,0.5,0.5,1,0,1
13,1,0,0.5,0.5,0,0,1
14,0,1,0.5,0.5,0,0,1
15,0,1,0.5,0.5,0,0,1
16,0,0,0.5,0.5,1,0,1
17,1,0,0.5,0.5,0,0,1
18,1,0,0.5,0.5,0,0,1
19,0,0,0.5,0.5,1,0,1
20,0,1,0.5,0.5,0,0,1
21,1,1,0.5,0.5,1,0,1
22,0,1,0.5,0.5,0,0,1
23,1,0,0.5,0.5,0,0,1
24,0,1,0.5,0.5,0,0,1
25,0,0,0.5,0.5,1,0,1
26,0,1,0.5,0.5,0,0,1
27,1,0,0.5,0.5,0,0,1
28,0,1,0.5,0.5,0,0,1
29,1,1,0.5,0.5,1,0,1
30,0,1,0.5,0.5,1,0,1
1,0,1,0.5,0.5,0,0.1,1
2,1,1,0.45,0.5,1,0.1,1
3,0,1,0.45,0.55,0,0.1,1
4,0,1,0.405,0.55,0,0.1,1
5,0,1,0.36450000000000005,0.55,0,0.1,1
6,0,1,0.32805000000000006,0.55,0,0.1,1
7,1,1,0.29524500000000004,0.55,1,0.1,1
8,1,0,0.29524500000000004,0.5950000000000001,0,0.1,1
9,1,1,0.29524500000000004,0.5355000000000001,1,0.1,1
10,1,1,0.29524500000000004,0.5819500000000001,1,0.1,1
11,0,1,0.29524500000000004,0.6237550000000001,0,0.1,1
12,1,0,0.2657205,0.6237550000000001,0,0.1,1
13,1,1,0.2657205,0.5613795,1,0.1,1
14,1,1,0.2657205,0.60524155,1,0.1,1
15,0,1,0.2657205,0.644717395,0,0.1,1
16,1,1,0.23914845,0.644717395,1,0.1,1
17,0,0,0.23914845,0.6802456555,1,0.1,1
18,0,1,0.31523360500000003,0.6802456555,0,0.1,1
19,0,1,0.28371024450000004,0.6802456555,0,0.1,1
20,1,1,0.25533922005000004,0.6802456555,1,0.1,1
21,1,1,0.25533922005000004,0.71222108995,1,0.1,1
22,1,0,0.25533922005000004,0.7409989809549999,0,0.1,1
23,0,1,0.25533922005000004,0.6668990828595,0,0.1,1
24,1,1,0.22980529804500002,0.6668990828595,1,0.1,1
25,1,1,0.22980529804500002,0.7002091745735499,1,0.1,1
26,0,1,0.22980529804500002,0.730188257116195,0,0.1,1
27,0,1,0.20682476824050003,0.730188257116195,0,0.1,1
28,1,0,0.18614229141645003,0.730188257116195,0,0.1,1
29,1,0,0.18614229141645003,0.6571694314045755,0,0.1,1
30,1,1,0.18614229141645003,0.591452488264118,0,0.1,1
1,1,1,0.5,0.5,1,0.2,1
2,0,1,0.5,0.6,0,0.2,1
3,1,1,0.4,0.6,1,0.2,1
4,1,1,0.4,0.6799999999999999,1,0.2,1
5,1,1,0.4,0.744,1,0.2,1
6,1,1,0.4,0.7952,1,0.2,1
7,1,1,0.4,0.83616,1,0.2,1
8,1,1,0.4,0.868928,1,0.2,1
9,1,1,0.4,0.8951424,1,0.2,1
10,1,1,0.4,0.91611392,1,0.2,1
11,0,0,0.4,0.9328911360000001,1,0.2,1
12,1,1,0.52,0.9328911360000001,1,0.2,1
13,1,1,0.52,0.9463129088000001,1,0.2,1
14,0,1,0.52,0.95705032704,0,0.2,1
15,1,0,0.41600000000000004,0.95705032704,0,0.2,1
16,0,0,0.41600000000000004,0.765640261632,1,0.2,1
17,1,1,0.5328,0.765640261632,1,0.2,1
18,1,1,0.5328,0.8125122093056001,1,0.2,1
19,1,0,0.5328,0.8500097674444801,0,0.2,1
20,0,1,0.5328,0.6800078139555841,0,0.2,1
21,1,0,0.42624000000000006,0.6800078139555841,0,0.2,1
22,1,1,0.42624000000000006,0.5440062511644672,1,0.2,1
23,1,0,0.42624000000000006,0.6352050009315737,0,0.2,1
24,0,1,0.42624000000000006,0.508164000745259,0,0.2,1
25,1,0,0.3409920000000001,0.508164000745259,0,0.2,1
26,0,1,0.3409920000000001,0.40653120059620723,0,0.2,1
27,1,1,0.2727936000000001,0.40653120059620723,1,0.2,1
28,1,1,0.2727936000000001,0.5252249604769658,1,0.2,1
29,1,0,0.2727936000000001,0.6201799683815726,0,0.2,1
30,1,1,0.2727936000000001,0.4961439747052581,0,0.2,1
1,1,0,0.5,0.5,0,0.30000000000000004,1
2,0,1,0.5,0.35,0,0.30000000000000004,1
3,0,0,0.35,0.35,1,0.30000000000000004,1
4,1,1,0.545,0.35,1,0.30000000000000004,1
5,0,1,0.545,0.545,0,0.30000000000000004,1
6,0,1,0.3815,0.545,0,0.30000000000000004,1
7,1,1,0.26705,0.545,1,0.30000000000000004,1
8,0,1,0.26705,0.6815,0,0.30000000000000004,1
9,1,0,0.186935,0.6815,0,0.30000000000000004,1
10,0,0,0.186935,0.47705,1,0.30000000000000004,1
11,0,1,0.43085450000000003,0.47705,0,0.30000000000000004,1
12,0,0,0.30159815,0.47705,1,0.30000000000000004,1
13,1,1,0.511118705,0.47705,1,0.30000000000000004,1
14,0,1,0.511118705,0.633935,0,0.30000000000000004,1
15,1,1,0.3577830935,0.633935,1,0.30000000000000004,1
16,0,1,0.3577830935,0.7437545000000001,0,0.30000000000000004,1
17,1,1,0.25044816545,0.7437545000000001,1,0.30000000000000004,1
18,1,1,0.25044816545,0.8206281500000001,1,0.30000000000000004,1
19,1,1,0.25044816545,0.8744397050000001,1,0.30000000000000004,1
20,1,1,0.25044816545,0.9121077935,1,0.30000000000000004,1
21,0,1,0.25044816545,0.93847545545,0,0.30000000000000004,1
22,0,1,0.175313715815,0.93847545545,0,0.30000000000000004,1
23,1,1,0.12271960107049998,0.93847545545,1,0.30000000000000004,1
24,1,1,0.12271960107049998,0.956932818815,1,0.30000000000000004,1
25,1,0,0.12271960107049998,0.9698529731705,0,0.30000000000000004,1
26,0,0,0.12271960107049998,0.67889708121935,1,0.30000000000000004,1
27,1,1,0.3859037207493501,0.67889708121935,1,0.30000000000000004,1
28,1,1,0.3859037207493501,0.775227956853545,1,0.30000000000000004,1
29,1,0,0.3859037207493501,0.8426595697974815,0,0.30000000000000004,1
30,0,0,0.3859037207493501,0.589861698858237,0,0.30000000000000004,1
1,1,1,0.5,0.5,1,0.4,1
2,0,1,0.5,0.7,0,0.4,1
3,1,1,0.3,0.7,1,0.4,1
4,1,1,0.3,0.82,1,0.4,1
5,0,0,0.3,0.892,1,0.4,1
6,0,0,0.58,0.892,1,0.4,1
7,0,1,0.748,0.892,0,0.4,1
8,1,1,0.4488,0.892,1,0.4,1
9,1,1,0.4488,0.9352,1,0.4,1
10,1,0,0.4488,0.96112,0,0.4,1
11,0,1,0.4488,0.576672,0,0.4,1
12,0,0,0.26927999999999996,0.576672,1,0.4,1
13,1,1,0.5615680000000001,0.576672,1,0.4,1
14,1,0,0.5615680000000001,0.7460032,0,0.4,1
15,0,0,0.5615680000000001,0.44760192,1,0.4,1
16,0,1,0.7369408000000001,0.44760192,0,0.4,1
17,1,1,0.44216448,0.44760192,1,0.4,1
18,1,1,0.44216448,0.668561152,1,0.4,1
19,0,1,0.44216448,0.8011366912,0,0.4,1
20,1,1,0.265298688,0.8011366912,1,0.4,1
21,0,1,0.265298688,0.88068201472,0,0.4,1
22,1,1,0.1591792128,0.88068201472,1,0.4,1
23,1,1,0.1591792128,0.928409208832,1,0.4,1
24,1,1,0.1591792128,0.9570455252992,1,0.4,1
25,1,1,0.1591792128,0.97422731517952,1,0.4,1
26,0,1,0.1591792128,0.984536389107712,0,0.4,1
27,0,1,0.09550752768,0.984536389107712,0,0.4,1
28,1,1,0.057304516608,0.984536389107712,1,0.4,1
29,1,1,0.057304516608,0.9907218334646272,1,0.4,1
30,1,0,0.057304516608,0.9944331000787763,1,0.4,1
1,0,1,0.5,0.5,0,0.5,1
2,1,0,0.25,0.5,0,0.5,1
3,0,1,0.25,0.25,0,0.5,1
4,1,0,0.125,0.25,0,0.5,1
5,0,0,0.125,0.125,1,0.5,1
6,1,1,0.5625,0.125,1,0.5,1
7,0,1,0.5625,0.5625,0,0.5,1
8,1,1,0.28125,0.5625,1,0.5,1
9,1,1,0.28125,0.78125,1,0.5,1
10,1,0,0.28125,0.890625,0,0.5,1
11,1,1,0.28125,0.4453125,1,0.5,1
12,1,1,0.28125,0.72265625,1,0.5,1
13,1,1,0.28125,0.861328125,1,0.5,1
14,1,0,0.28125,0.9306640625,0,0.5,1
15,1,1,0.28125,0.46533203125,1,0.5,1
16,1,1,0.28125,0.732666015625,1,0.5,1
17,1,1,0.28125,0.8663330078125,1,0.5,1
18,0,1,0.28125,0.93316650390625,0,0.5,1
19,1,1,0.140625,0.93316650390625,1,0.5,1
20,0,0,0.140625,0.966583251953125,1,0.5,1
21,1,0,0.5703125,0.966583251953125,0,0.5,1
22,0,0,0.5703125,0.4832916259765625,1,0.5,1
23,1,1,0.78515625,0.4832916259765625,1,0.5,1
24,1,1,0.78515625,0.74164581298828125,1,0.5,1
25,1,1,0.78515625,0.8708229064941406,1,0.5,1
26,1,1,0.78515625,0.9354114532470703,1,0.5,1
27,0,1,0.78515625,0.9677057266235352,0,0.5,1
28,0,1,0.392578125,0.9677057266235352,0,0.5,1
29,1,0,0.1962890625,0.9677057266235352,0,0.5,1
30,1,1,0.1962890625,0.4838528633117676,0,0.5,1
1,1,0,0.5,0.5,0,0.6000000000000001,1
2,0,1,0.5,0.19999999999999996,0,0.6000000000000001,1
3,1,1,0.19999999999999996,0.19999999999999996,1,0.6000000000000001,1
4,0,1,0.19999999999999996,0.68,0,0.6000000000000001,1
5,1,1,0.07999999999999996,0.68,1,0.6000000000000001,1
6,0,1,0.07999999999999996,0.8720000000000001,0,0.6000000000000001,1
7,1,1,0.03199999999999998,0.8720000000000001,1,0.6000000000000001,1
8,1,1,0.03199999999999998,0.9488000000000001,1,0.6000000000000001,1
9,1,0,0.03199999999999998,0.9795200000000001,0,0.6000000000000001,1
10,1,1,0.03199999999999998,0.39180799999999993,1,0.6000000000000001,1
11,1,1,0.03199999999999998,0.7567232,1,0.6000000000000001,1
12,0,1,0.03199999999999998,0.90268928,0,0.6000000000000001,1
13,1,1,0.012799999999999988,0.90268928,1,0.6000000000000001,1
14,0,1,0.012799999999999988,0.961075712,0,0.6000000000000001,1
15,1,1,0.005119999999999994,0.961075712,1,0.6000000000000001,1
16,1,1,0.005119999999999994,0.9844302847999999,1,0.6000000000000001,1
17,0,1,0.005119999999999994,0.99377211392,0,0.6000000000000001,1
18,1,1,0.0020479999999999973,0.99377211392,1,0.6000000000000001,1
19,1,0,0.0020479999999999973,0.997508845568,0,0.6000000000000001,1
20,0,1,0.0020479999999999973,0.3990035382271999,0,0.6000000000000001,1
21,1,1,8.191999999999987e-4,0.3990035382271999,1,0.6000000000000001,1
22,1,1,8.191999999999987e-4,0.7596014152908801,1,0.6000000000000001,1
23,1,1,8.191999999999987e-4,0.903840566116352,1,0.6000000000000001,1
24,1,1,8.191999999999987e-4,0.9615362264465408,1,0.6000000000000001,1
25,0,1,8.191999999999987e-4,0.9846144905786163,0,0.6000000000000001,1
26,1,0,3.2767999999999936e-4,0.9846144905786163,0,0.6000000000000001,1
27,1,1,3.2767999999999936e-4,0.39384579623144644,1,0.6000000000000001,1
28,1,1,3.2767999999999936e-4,0.7575383184925786,1,0.6000000000000001,1
29,1,1,3.2767999999999936e-4,0.9030153273970314,1,0.6000000000000001,1
30,1,1,3.2767999999999936e-4,0.9612061309588126,1,0.6000000000000001,1
1,1,1,0.5,0.5,1,0.7000000000000001,1
2,0,1,0.5,0.8500000000000001,0,0.7000000000000001,1
3,1,1,0.14999999999999997,0.8500000000000001,1,0.7000000000000001,1
4,1,0,0.14999999999999997,0.9550000000000001,0,0.7000000000000001,1
5,1,0,0.14999999999999997,0.2865,0,0.7000000000000001,1
6,1,1,0.14999999999999997,0.08594999999999997,1,0.7000000000000001,1
7,0,1,0.14999999999999997,0.725785,0,0.7000000000000001,1
8,1,1,0.044999999999999984,0.725785,1,0.7000000000000001,1
9,0,1,0.044999999999999984,0.9177355,0,0.7000000000000001,1
10,0,1,0.013499999999999991,0.9177355,0,0.7000000000000001,1
11,1,1,0.004049999999999996,0.9177355,1,0.7000000000000001,1
12,1,1,0.004049999999999996,0.97532065,1,0.7000000000000001,1
13,0,0,0.004049999999999996,0.992596195,1,0.7000000000000001,1
14,1,1,0.701215,0.992596195,1,0.7000000000000001,1
15,1,1,0.701215,0.9977788585,1,0.7000000000000001,1
16,0,1,0.701215,0.99933365755,0,0.7000000000000001,1
17,1,1,0.21036449999999995,0.99933365755,1,0.7000000000000001,1
18,1,1,0.21036449999999995,0.999800097265,1,0.7000000000000001,1
19,1,1,0.21036449999999995,0.9999400291795,1,0.7000000000000001,1
20,1,1,0.21036449999999995,0.99998200875385,1,0.7000000000000001,1
21,1,0,0.21036449999999995,0.999994602626155,0,0.7000000000000001,1
22,0,1,0.21036449999999995,0.29999838078784646,0,0.7000000000000001,1
23,1,0,0.06310934999999998,0.29999838078784646,0,0.7000000000000001,1
24,1,0,0.06310934999999998,0.08999951423635391,0,0.7000000000000001,1
25,1,1,0.06310934999999998,0.026999854270906162,1,0.7000000000000001,1
26,1,1,0.06310934999999998,0.7080999562812719,1,0.7000000000000001,1
27,1,1,0.06310934999999998,0.9124299868843816,1,0.7000000000000001,1
28,1,1,0.06310934999999998,0.9737289960653145,1,0.7000000000000001,1
29,1,0,0.06310934999999998,0.9921186988195944,0,0.7000000000000001,1
30,0,0,0.06310934999999998,0.2976356096458782,0,0.7000000000000001,1
1,0,1,0.5,0.5,0,0.8,1
2,0,0,0.09999999999999998,0.5,1,0.8,1
3,0,1,0.8200000000000001,0.5,0,0.8,1
4,0,1,0.16399999999999992,0.5,0,0.8,1
5,0,0,0.03279999999999997,0.5,1,0.8,1
6,0,1,0.80656,0.5,0,0.8,1
7,0,1,0.161312,0.5,0,0.8,1
8,0,1,0.0322624,0.5,0,0.8,1
9,1,1,0.0064524799999999966,0.5,1,0.8,1
10,1,1,0.0064524799999999966,0.9,1,0.8,1
11,1,1,0.0064524799999999966,0.98,1,0.8,1
12,0,1,0.0064524799999999966,0.996,0,0.8,1
13,0,1,0.0012904959999999986,0.996,0,0.8,1
14,0,0,2.5809919999999977e-4,0.996,1,0.8,1
15,1,1,0.8000516198400001,0.996,1,0.8,1
16,0,1,0.8000516198400001,0.9992,0,0.8,1
17,1,1,0.16001032396799997,0.9992,1,0.8,1
18,1,1,0.16001032396799997,0.99984,1,0.8,1
19,0,1,0.16001032396799997,0.999968,0,0.8,1
20,1,1,0.03200206479359999,0.999968,1,0.8,1
21,1,1,0.03200206479359999,0.9999936,1,0.8,1
22,0,1,0.03200206479359999,0.99999872,0,0.8,1
23,1,1,0.006400412958719997,0.99999872,1,0.8,1
24,1,0,0.006400412958719997,0.999999744,0,0.8,1
25,0,0,0.006400412958719997,0.19999994879999994,1,0.8,1
26,0,1,0.801280082591744,0.19999994879999994,0,0.8,1
27,1,0,0.16025601651834875,0.19999994879999994,0,0.8,1
28,0,0,0.16025601651834875,0.039999989759999965,1,0.8,1
29,1,0,0.8320512033036698,0.039999989759999965,0,0.8,1
30,0,0,0.8320512033036698,0.007999997951999994,0,0.8,1
1,0,0,0.5,0.5,1,0.9,1
2,0,0,0.95,0.5,1,0.9,1
3,0,0,0.995,0.5,1,0.9,1
4,1,0,0.9995,0.5,0,0.9,1
5,0,1,0.9995,0.04999999999999999,0,0.9,1
6,1,1,0.09994999999999998,0.04999999999999999,1,0.9,1
7,1,0,0.09994999999999998,0.905,0,0.9,1
8,1,0,0.09994999999999998,0.09050000000000002,0,0.9,1
9,0,1,0.09994999999999998,0.009050000000000002,0,0.9,1
10,1,1,0.00999499999999999,0.009050000000000002,1,0.9,1
11,1,0,0.00999499999999999,0.9009050000000001,0,0.9,1
12,0,1,0.00999499999999999,0.09009049999999996,0,0.9,1
13,1,1,9.994999999999987e-4,0.09009049999999996,1,0.9,1
